"Company Name","Company Site","Report Link","Report Year","Mean Hourly Gap","Median Hourly Gap","Mean Bonus Gap","Median Bonus Gap","Mean Hourly Gap Part Time","Median Hourly Gap Part Time","Mean Hourly Gap Part Temp","Median Hourly Gap Part Temp","Percentage Bonus Paid Female","Percentage Bonus Paid Male","Percentage BIK Paid Female","Percentage BIK Paid Male","Q1 Female","Q1 Men","Q2 Female","Q2 Male","Q3 Female","Q3 Male","Q4 Female","Q4 Male","Percentage Employees Female","Percentage Employees Male"
"Microsoft (both legal entities)",https://www.microsoft.com/en-ie,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-ie/microsoft-brand/documents/mcaps-aboutireland-microsoft-ireland-gender-pay-gap-report-2023-v07-final.pdf,2023,3,7.8,1.6,3,,,,,89.8,87.9,91.6,91.8,38.2,61.8,36.1,63.9,27.8,72.2,30.2,69.8,,
Mitie,https://mitie.ie/,https://mitie.ie/wp-content/uploads/2024/01/Mitie-ROI-Gender-Pay-Report-2023.pdf,2023,19,8,0,0,,,,,5,9,7,2,75,25,80,20,46,54,34,66,58,42
"Monaghan County Council",https://monaghan.ie/,https://monaghan.ie/humanresources/wp-content/uploads/sites/5/2023/12/MCC-Gender-Pay-Gap-Report-2023-V4-1.pdf,2023,-3.01,-13.84,,,-14.82,-12.88,33.47,34.27,,,,,39.83,60.17,24.58,75.42,50,50,50.42,49.58,41,59
"Monaghan Mushrooms",https://www.monaghan.eu/,https://www.monaghan.eu/wp-content/uploads/2023/12/Gender-Pay-Gap-2023-Monaghan-Mushrooms-Ireland-Unlimited-Company.pdf,2023,14.4,2.25,71.4,41.76,160.7,63.4,,,14.7,12.2,16.9,7.6,52,48,49,51,44,56,45,55,47,53
"Mondelez International",https://www.mondelezinternational.com/ireland/,https://www.mondelezinternational.com/assets/Country/Ireland/Mondelez-Ireland-Gender-Gap-Report-2023.pdf,2023,12.5,11.3,13.9,13.2,-1,22.7,,,96,94,19,23,55,45,40,60,26,74,23,77,36,64
"Mount Juliet Estate",https://www.mountjuliet.ie/,https://www.mountjuliet.ie/wp-content/uploads/2024/01/Mount-Juliet-Estate-Gender-Pay-Gap-Report-2023.pdf,2023,9,-0.5,54,32,-1,-4.2,3,4.2,,,,,45,55,45,55,61,39,35,65,,
MOWI,https://mowi.com/ie/,https://mowi.com/ie/wp-content/uploads/sites/8/2023/12/Mowi-Ireland-Gender-Pay-Gap-2023.pdf,2023,-1.16,10.06,-33,12.04,,,,,85,87,4.49,4.21,22,78,22,78,21,79,21,79,,
MSD,https://msd-ireland.com/,https://msd-ireland.com/wp-content/uploads/sites/67/2023/12/MSD-GPG-2023_Dec16.pdf,2023,9.65,12.62,12.28,8.15,-9.55,-24.45,21.96,41.67,95.1,96.1,100,100,54,46,52,48,34,66,30,70,42.74,57.26
"MUFG Investor Services Ireland",https://www.mufg-investorservices.com/,https://www.mufg-investorservices.com/wp-content/uploads/mufg-ireland-gender-pay-gap-external-2023-final.pdf,2023,6.2,4.2,11.5,7,-59.2,-66.4,,,77,79,93,97,45,55,42,58,43,57,37,63,42,58
"Muiriosa Foundation",https://www.muiriosa.ie/,https://www.muiriosa.ie/wp-content/uploads/Gender-Pay-Gap-Report-Dec-2023.pdf,2023,-3.96,-3.58,,,-2.19,-1.21,-8,-6.99,,,,,72.05,27.95,78.1,21.9,75.29,24.71,81.27,18.73,77,23
"Musgrave: Cedarglade",https://www.musgravegroup.com/,https://www.musgravegroup.com/wp-content/uploads/2023/12/Cedarglade-Gender-Pay-Gap-Report-202311.pdf,2023,4.1,-0.6,40.8,0,-4.4,-1.1,0,0,48,39,0.2,1.6,55,45,58,42,62,38,57,43,,
"Musgrave: Musgrave Limited",https://www.musgravegroup.com/,https://www.musgravegroup.com/wp-content/uploads/2023/12/Musgrave-Ltd-Gender-Pay-Gap-Report-202320.pdf,2023,-10,-19.3,-5.6,-5.5,-50.3,-19.5,-3.5,-4.5,89.2,94.2,12,9,22,78,14,86,27,73,29,71,,
"Musgrave: Musgrave Operating Partners Ireland (MOPI) ",https://www.musgravegroup.com/,https://www.musgravegroup.com/wp-content/uploads/2023/12/MOPI-Gender-Pay-Gap-Report-202354.pdf,2023,12,9.6,35.1,16,4.8,6.5,2.3,1.6,88.8,90.3,1,2,61,39,62,38,53,47,32,68,,
Nandos,https://www.nandos.ie/,https://www.nandos.ie/sites/default/files/GenderPayGapReportROI2023.pdf,2023,-6.5,0.2,-29.3,-69.2,0.6,0.3,-1.3,-0.7,7.9,7.7,3.9,2.1,52,48,50,50,47,53,48,52,,
"National Co-operative Farm Relief Services Limited (FRS Network)",https://www.frsnetwork.ie/frs-network/,https://www.frsnetwork.ie/gender-pay-gap-report-2023/,2023,-14.6,-12.4,30.51,63.87,-12,-10,,,2.76,2.81,0.69,2.67,20,80,12,88,9,91,30,70,,
"National College of Ireland",https://www.ncirl.ie/,https://www.ncirl.ie/Portals/0/Annual%20Reports/Gender_PayGap_Report23.pdf,2023,38.4,41.4,14.5,14.4,42.3,57.2,28.3,60,,,,,72,28,72,28,53,47,38,62,59,41
"National Maternity Hospital",https://www.nmh.ie/,https://www.nmh.ie/_fileupload/final-gender-pay-gap-report-2023.pdf,2023,18.98,-25.34,,,16.15,-53.27,21.04,-20.81,,,,,83.48,16.52,78.84,21.16,90.43,9.57,82.61,17.39,82.15,17.85
"National Shared Services Office",https://nsso.gov.ie/,https://prod-nsso-assets.s3.amazonaws.com/documents/Gender_Pay_Gap_Report_2023.pdf,2023,1.58,-3.67,,,-13.31,-14.17,4.46,4.41,,,,,66.83,33.17,65.53,34.47,70.39,29.61,68.78,21.33,67.88,32.11
"National Transport Authority",https://www.nationaltransport.ie/,https://www.nationaltransport.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-2023.pdf,2023,4.95,4.89,,,-14.68,-16.75,,,,,,,50,50,32,68,35,65,33,67,37,63
"National Treasury Management Agency (NTMA)",https://www.ntma.ie/,https://www.ntma.ie/uploads/publication-articles/NTMA-Gender-Pay-Gap-Report-2023.pdf,2023,17.2,13.5,19,24.3,6.5,-59,0.4,5.7,35.5,38.3,28.7,45.1,61.5,38.5,53.6,46.4,50.7,49.3,41.1,58.9,,
"New Ireland Assurance",https://www.newireland.ie/,https://www.newireland.ie/view-document/107412-New_Ireland_GPG_Report_2023.pdf,2023,19.8,13.5,16.9,-16.9,-31.7,-11.2,15,-1.7,0.8,6.6,96.6,94,61,39,59,41,58,42,40,60,54,46
"New Look",https://www.newlookgroup.com/,https://www.newlookgroup.com/~/media/Files/N/New-Look-Retailers/corporate-governance/GPG%20New%20Look%20ROI%202022.pdf,2023,39.1,13.9,76.5,92.82,5.4,-3.5,,,16,25,6,25,98,2,99,1,100,0,94,6,98,2
Next,https://www.next.ie/en,https://xcdn.next.co.uk/PDFS/genderpay/GPG2024.pdf,2023,-0.7,0.1,7.5,-4.8,-0.2,-0.2,,,95.2,93.5,1.1,1.9,78,22,84.6,15.4,75,25,85.6,14.4,,
"Northern Trust",https://www.northerntrust.com/europe/home,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/about-us/policy/2023-irl-gpg-main-report.pdf,2023,12.8,5.2,37.3,9.3,1.3,22.4,9,0,99.4,98.3,91,88.6,48.3,51.7,57,43,52.1,47.9,39.7,60.3,,
"Novartis: Novartis Ireland Limited",https://www.novartis.com/,https://www.novartis.com/ie-en/sites/novartis_ie/files/Novartis%20Gender%20Pay%20Gap%20Narrative%202023.pdf,2023,10.8,11.8,27,28.7,24.1,50.8,42.4,50.8,97.1,98.3,97.8,97.8,71.8,28.2,57.8,42.2,49.6,50.4,45.9,54.1,56,44
NOVAS,https://www.novas.ie/,https://www.novas.ie/wp-content/uploads/2023/12/Novas-Gender-Pay-Report-2023-FINAL.pdf?x71087,2023,4.32,0.97,,,-5.09,-0.24,,,,,,,69.6,30.4,69.6,30.4,68.1,31.9,65.7,34.3,,
"Nua Healthcare Services",https://www.nuahealthcare.ie/,https://www.nuahealthcare.ie/contentFiles/Gender_Pay_Gap_Report_2023.pdf,2023,-2.05,-2.08,5.29,0,,,,,18.66,18.35,10.09,11.82,58.65,41.35,52.06,47.94,60.79,39.21,66.89,33.11,58,42
Odeon,https://www.odeoncinemasgroup.com/,https://www.odeoncinemasgroup.com/media/filer_public/4e/d6/4ed6faad-179d-4fae-8ecb-f7295e7c44a8/gender_pay_gap_report_-_ireland_2023.pdf,2023,-5.8,-0.6,-26,21,-0.5,-0.3,0,0,12,11,4.5,4,50,50,38,62,41,59,44,56,43,57
"Offaly County Council",https://www.offaly.ie/,https://www.offaly.ie/app/uploads/Council/Council_Services_A-Z/Human_Resources/Gender-Pay-Gap-Report-for-2023-Final.pdf,2023,-4.18,-11.43,,,-16.42,-16.93,-28.29,-31.91,,,,,37.5,62.5,15.45,84.55,69.47,30.53,45.31,54.69,42,58
"Office of Public Works: Established Staff",https://www.gov.ie/en/organisation/office-of-public-works/,https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023,16.34,16.91,,,,,-9.84,-5.73,,,,,60.52,39.48,59.05,40.95,39.66,60.34,31.33,68.67,48.1,51.9
"Office of Public Works: State industrial Staff",https://www.gov.ie/en/organisation/office-of-public-works/,https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023,10.15,13.79,,,,,4.7,8.68,,,,,31.29,68.71,16.67,83.33,10.2,89.8,13.61,86.39,24,76
Oracle,https://www.oracle.com/ie/,https://www.oracle.com/ie/a/ocom/docs/oracle-emea-ireland-gender-pay-gap-report-2023.pdf,2023,19.6,13.5,44.4,58.7,70.6,76.1,-1.8,-4.5,71.3,73.3,92,92.1,39.8,60.2,40.5,59.5,28.7,71.3,29.9,70.1,,
"Ornua Co-operative Ltd",https://www.ornua.com/,https://www.ornua.com/wp-content/uploads/2023/12/Ornua-Gender-Pay-Gap-Report-2023-FINAL.pdf,2023,32,30,51,59,,,0,-31,74,77,80,84,61,39,64,36,41,59,36,64,50,50
"Orwell Healthcare",https://orwellhealthcare.ie/,https://orwellhealthcare.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023.pdf,2023,-9,-1,0,-27,-16,2,,,84,80,26,27,71,29,74,26,74,26,77,23,74,26
"Our Lady's Hospice and Care Services",https://olh.ie/,https://olh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023_FINAL.pdf,2023,-2,-11,,,4,-11,10,10,,,,,76,24,78,22,85,15,85,15,81,19
Paypal,https://www.paypal.com/ie/home,https://www.paypalobjects.com/marketing/web/ie/en/Ireland%20Gender%20Pay%20Gap%20Report_22-23_final.pdf,2023,16.5,16.8,24.3,39.4,-4.9,-6.9,24.3,39.4,99.7,99.4,100,100,62.4,37.6,53.5,46.5,49.5,50.5,45.4,54.6,53,47
"PCI Pharma Services",https://pci.com/,https://pci.com/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023-Dublin.pdf,2023,19,12,28,0,,,,,97,96,,,62,38,83,17,66,34,46,54,64,36
Pepper,https://www.pepper-advantage.ie/,https://pepper-advantage.com/hubfs/Consumer%20Facing%20Website/v4%20Pepper%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,23.74,21.9,52.37,34.52,-14.6,-15.86,-18.29,-62.05,76,69,84,79,65,35,62,38,62,38,42,58,,
Pepsico,https://www.pepsico.com/,"https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023,8.2,6.3,16.5,11.7,8.2,30.9,17.8,20,89.5,89.3,0.8,1,57.9,42.1,38.5,61.5,38.5,61.5,57.9,42.1,44,56
"Pepsico: Portfolio Concentrate Solutions",https://www.pepsico.com/,"https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023,7.5,5.9,14.8,11.2,,,,,89.6,89.2,0.8,1.1,57.3,42.7,38.5,61.5,35.1,64.9,43.9,56.1,44,56
"Peter Mark",https://www.petermark.ie/,https://www.petermark.ie/gender-pay-report/,2023,19,0,0,,-8,-18,,,,,,,96,4,93,7,94,6,89,11,90,10
"Pettitt's SuperValu",https://pettitts.ie/,https://drive.google.com/file/d/1kGRJ_fEKHsNXLmpVtVUFHcK7kXZskkOX/view,2023,1.4,1.6,40.4,0,-5.5,-1.1,3.9,2.6,82,81,2,4,59,41,58,42,56,44,58,42,58,42
"PFH Technology Group",https://www.pfh.ie/,https://www.pfh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-compressed.pdf,2023,1.88,-4.74,1.01,-10,-22.02,-20.21,-18.77,-0.71,61.24,67.08,55.81,50.27,15.52,84.48,19.65,80.35,20.11,79.89,19.08,80.92,,
"Pfizer Ireland (all legal entities)",https://www.pfizer.ie/,https://www.pfizer.ie/files/Pfizer-Ireland-Gender-Paygap-Report-2023.pdf,2023,10.5,8.3,8.6,-5.8,,,,,92.9,93.4,91.1,93,48.5,51.5,41,59,40.7,59.3,30.6,69.4,40,60
"PHX Ireland (a PHOENIX company)",https://www.united-drug.com/blogs/news/new-parent-company-name-phx-ireland-group-limited,https://lloydspharmacy.ie/pages/gender-pay-gap-report,2023,26.7,9.1,73.6,27.6,8.5,-3.8,,,79.6,86,19.8,16.4,85.2,14.8,69.2,30.8,71.7,28.3,64.9,35.1,72.8,2.72
"Pinewood Healthcare",https://pinewood.ie/,https://webmanagement.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-Final-2023.pdf,2023,29.35,28.75,29.69,34.6,,,,,70.06,65.29,,,63.41,36.79,51.22,48.78,37.8,62.2,39.51,60.49,48,52
Pinterest,https://www.pinterest.com/,https://newsroom.pinterest.com/en-gb/news/ireland-gender-pay-gap-report-2022-2023/,2023,16.5,2.5,15.8,-8.4,,,,,100,100,95,91.3,55.1,44.9,63.8,36.2,68.1,31.9,46.4,53.6,,
"PJ Hegarty & Sons",https://www.pjhegarty.ie/,https://www.pjhegarty.ie/wp-content/uploads/2023/12/PJ-Hegarty-Gender-Pay-Gap-2023-Reduced-Size.pdf,2023,25,29,51,0,,,,,100,100,13,57,26,74,17,83,4,96,7,93,,
"PM Group",https://www.pmgroup-global.com/,https://secure.viewer.zmags.com/publication/51f62ae2#/51f62ae2/1,2023,30.3,31.4,49.6,36.2,13.7,26.7,28.5,0.3,91.5,93.3,91.5,93.9,44.4,55.6,44.8,55.2,23.6,76.4,13.6,86.4,32,68
Pobal,https://www.pobal.ie/,https://www.pobal.ie/app/uploads/2023/04/Pobal_23_GPG_Report_Summary_Final_2.pdf,2023,,10,,,,,,,,,,,78,22,70,30,75,25,71,29,73.73,26.27
"PPD Development",https://www.ppd.com/,https://corporate.thermofisher.com/content/dam/tfcorpsite/documents/corporate-social-responsibility/Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,-0.13,3,5.3,2.3,16.6,4.6,6.7,0,88.9,83.7,89.2,85.1,62,38,62,38,53,47,65,35,61,39
"PrepayPower Limited",https://www.prepaypower.ie/,https://www.prepaypower.ie/sites/default/files/2024-02/Gender%20Pay%20Gap%20Report%202023.pdf,2023,-7.79,-6.18,2.03,21.2,0,0,,,93.39,89.24,2.48,1.58,,,,,,,,,,
"PricewaterhouseCoopers (PwC)",https://www.pwc.ie/,https://www.pwc.ie/publications/2023/2023-gender-pay-gap-report.pdf,2023,1.6,-7.8,6.4,-7.3,39.8,57.9,-0.4,-0.3,56,56.8,96.6,95.8,50.6,49.4,57.7,42.3,57,43,54.1,45.9,,
"Primark (Penneys)",https://www.primark.com/en-ie,https://primark.a.bigcontent.io/v1/static/primark-gender-pay-report-2023,2023,15.2,-1.8,57.1,40.2,-5.9,-8.6,-0.6,0.5,9.6,16.5,11,18.6,78.5,21.5,80.2,19.8,85.4,14.6,75.8,24.2,78,22
"PTSB (Permanent TSB)",https://www.ptsb.ie/,https://www.ptsb.ie/globalassets/pdf-documents/csr-responsible-business/ptsb-gender-pay-gap-report-2023.pdf,2023,16.3,9.2,48,,-26.6,-55.5,4.5,3.9,14.6,7.1,57.5,49.5,55.4,44.6,56.7,43.3,60.8,39.2,39.5,60.5,,
"Public Appointments Service (PAS)",https://www.publicjobs.ie/en/,https://www.publicjobs.ie/documents/Public_Appointments_Service_Gender_Pay%20_Gap_Report_2023.pdf,2023,-20.88,-19.16,,,-2.51,-58.06,-0.33,0,,,,,59.46,40.54,47.3,52.7,68.92,31.08,77.03,22.97,63,37
"PVH Ireland",https://www.pvh.com/,https://www.pvh.com/-/media/Files/pvh/footer/Ireland-Gender-Pay-Gap-Report.pdf,2023,0.5,0.9,-15,15.7,5.6,6.4,,,45,41,4.5,6.1,63,38,61,39,63,38,60,40,,
"Red Hat",https://www.redhat.com/en,https://www.redhat.com/rhdc/managed-files/2023%20Pay%20Equity%20gender%20pay%20gap%20report%20_%20Ireland.pdf,2023,26.7,27.8,49.5,48.2,,,,,90,88,91,91,54.5,45.5,49.5,50.5,42,58,22.8,77.2,,
Regeneron,https://www.regeneron.ie/,https://www.regeneron.ie/downloads/ireland-gender-pay-gap-report.pdf,2023,15.5,5.9,22.6,-6.6,,,2.7,0,77.1,82.6,85.9,90.6,51.5,48.5,51.2,48.8,47.1,52.9,41.7,58.3,48,52
Rehab,https://rehab.ie/,https://rehab.ie/wp-content/uploads/2024/01/Gender-Pay-Report-2023.pdf,2023,4.09,1.9,,,-3.48,-3.55,7.27,7.25,,,0.6,1.8,26.6,73.4,25.8,74.2,26.1,73.9,30.9,69.1,73,27
Respond,https://www.respond.ie/,https://www.respond.ie/wp-content/uploads/2023/12/8881-Respond-Gender-Pay-Gap-Report-v13.pdf,2023,20.47,25.33,,,6.12,7.18,26.06,2.32,,,,,80,20,82,18,78,22,50,50,72,28
"Rexel: Kellihers Electrical",https://www.rexel.com/,https://s3.eu-west-1.amazonaws.com/s3-media-offload-kellihers.com/wp-content/uploads/2023/12/Pay-Gap-Report-2023.pdf,2023,5.7,5.4,15.64,17.1,12.4,8.8,22.5,16.2,79.07,87.97,11.63,18.91,19,81,25,75,18,82,17,83,19,81
"River Island",https://www.riverisland.com/ie,https://images.riverisland.com/image/upload/v1702897920/0_20231812_ROI_GENDER_PAY_REPORT_v8.pdf,2023,2,0,,,1.8,0,,,,,,,84.4,15.6,83.5,16.5,70.9,21,84.4,15.6,83,17
"Rochestown Park Hotel",https://www.rochestownpark.com/,https://www.rochestownpark.com/cmsFiles/gender_pay_gap_report_rph_december_2023.pdf,2023,10.88,1.24,19.33,-255,-0.45,-0.1,,,3.92,10,,,51.35,48.65,58.9,41.1,56.16,43.84,42.47,57.53,,
"Roscommon County Council",https://www.roscommoncoco.ie/,https://www.roscommoncoco.ie/en/download-it/corporate-affairs1/corporate-affairs-publications/publications/gender-pay-gap-december-2023.pdf,2023,-6,-13.55,,,-3.33,-2.61,-11.49,22.57,,,,,30.33,69.67,12.3,87.7,61.98,38.02,41.94,58.06,37,63
"Rotunda Hospital",https://rotunda.ie/,https://rotunda.ie/rotunda-pdfs/reports/Gender%20Pay%20Gap%20Report%202024.pdf?_t=1707839904,2023,26.82,8.17,,,36.96,-9.79,43.09,24.58,,,,,85.95,14.05,86.23,13.77,91.83,8.17,76.07,23.93,,
"Royal College of Surgeons Ireland (RCSI)",https://www.rcsi.com/dublin/,https://web.archive.org/web/20240121192311/https://www.rcsi.com/-/media/feature/media/download-document/inc/edi/rcsi-gender-pay-gap-report-2023.pdf,2023,17.4,16,42.6,40,45.2,46.8,20.9,2.9,22,20,,,69,31,69,31,71,29,55,45,67,33
"RPS Group Limited",https://www.rpsgroup.com/,https://www.rpsgroup.com/media/wr1crgs0/roi-gender-pay-gap-report-2023-14_12_23.pdf,2023,19.7,26,22.8,16.9,10.9,23.8,36.3,43.4,2.5,7.5,,,41.4,58.6,32.7,67.3,18.3,81.7,16.5,83.5,27.3,72.7
"RSA (Road Safety Authority)",https://www.rsa.ie/,https://www.rsa.ie/docs/default-source/about/rsa-gender-pay-gap-reporting-2023.pdf?Status=Master&sfvrsn=e13733c6_3/,2023,8.41,5.94,,,10.46,20.32,10.8,39.86,,,,,74,26,35.8,64.2,38.8,61.2,42,58,48,52
"RSA Insurance Ireland (DAC)",https://www.rsagroup.ie/,https://www.rsagroup.ie/sites/default/files/RSA%20Insurance%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,26.1,31,45.5,44.3,,,,,94,87.6,58.2,56.9,62.4,37.6,64.8,35.2,50,50,36.7,63.3,53.5,46.5
RTE,https://www.rte.ie/,https://www.rte.ie/documents/news/2023/12/rte-gender-pay-gap-report-2023.pdf,2023,11.29,12.75,,,15.77,-2.23,39.69,9.53,0.11,0,9.75,11.31,59,41,52,48,38,62,41,59,47.43,52.57
Ryanair,https://www.ryanair.com/ie/en,https://investor.ryanair.com/wp-content/uploads/2023/12/Ryanair-Gender-Pay-Gap-Report-2023.pdf,2023,45,4,50,6,32,-22,-27,-71,76.28,26.76,,,29.54,70.46,40.05,59.95,52.45,47.55,10.73,89.27,32,68
"Saint John of God Community Services",https://sjogcommunityservices.ie/,https://sjogcommunityservices.ie/gender-pay-gap-2023/,2023,2.1,-0.2,,,-8.9,-13.6,0.9,-0.5,,,,,77,23,81,19,81,19,79,21,76.45,23.5
"Salesforce Ireland",https://www.salesforce.com/,https://web.archive.org/web/20240117120216/https://www.salesforce.com/eu/company/equality/,2023,9,12,37,37,-35,-32,-12,-1,93,96,96,99,45,55,44,56,33,67,31,69,37,63
"Sanofi: Genzyme Ireland Ltd",https://www.sanofi.ie/,https://web.archive.org/web/20230403123851/https://www.sanofi.ie/dam/jcr:3e3b4eeb-98ce-492b-a1dc-5dd8261f8fd7/22_157%20-%20genzyme%20-%20gender%20pay%20guide%20-%202022%20-%20221208a%20-%20mb.pdf,2023,8.9,5.6,19.4,-5.1,-137.1,-194.3,-2.5,-8.1,87,91.1,84.8,88.9,37.8,62.2,48.8,51.2,42.3,57.7,33.6,66.4,,
"SAP Landscapes",https://saplandscapes.ie/,https://saplandscapes.ie/wp-content/uploads/2024/03/SAP-Landscapes-Gender-Pay-Gap-Report-June-2023-1.pdf,2023,11.09,2.53,16.39,5.26,,,,,5,95,,,5.7,94.3,8.1,91.9,9.2,90.8,11.2,88.8,9,91
"SAP: Business Objects Software Limited",https://www.sap.com/uk/about/company/office-locations/ireland.html,https://www.sap.com/uk/documents/2023/12/bc9d8ff4-9d7e-0010-bca6-c68f7e60039b.html,2023,20.5,21.8,32.5,35.9,33.1,33.1,-2.7,-6.1,93,94,78,84,42.3,57.7,44.3,55.7,25.8,74.2,23.7,76.3,,
"SAP: SAP Service and Support Centre (Ireland) Limited",https://www.sap.com/uk/about/company/office-locations/ireland.html,https://www.sap.com/uk/documents/2023/12/bc9d8ff4-9d7e-0010-bca6-c68f7e60039b.html,2023,11.8,13.8,14.2,-1.6,-25.5,-29.5,-13.4,-9.3,90,91,81,85,46.6,53.4,42,58,36.2,63.8,24.2,75.8,,
"Savills Ireland",https://www.savills.ie/,https://www.savills.ie/pdf/04-gender-pay-gap-report.pdf,2023,49,23,82,54,-29,23,-52,23,69,69,69,75,56,44,67,33,62,38,32,68,,
"Screwfix Republic of Ireland",https://www.screwfix.ie/,https://media.screwfix.com/is/content/ae235/Content%20Management/PDF%20downloads/Screwfix%20ROI%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,4.6,1.2,15.3,18.3,1.4,0.3,,,10.1,15.4,2.5,3.7,48,52,42,58,40,60,29,71,40,60
Servier,https://servier.ie/,https://servier.ie/wp-content/uploads/sites/9/2023/12/Gender-Pay-Gap-Report-2023.pdf,2023,5.8,-4.5,-5.6,-12.7,-5.2,-48.7,2.3,2.6,87,88,94,95,38,62,28,72,46,54,27,73,35,65
"Sherry Fiztgerald",https://www.sherryfitz.ie/,https://sfgmedia.blob.core.windows.net/upload/structured_content/file_link/SherryFitzGeraldGenderPayReport2023.pptx,2023,29,30,3,14,,,,,47,53,,,46,54,60,40,72,28,67,33,61,39
"SIG Susquehanna International Group",https://sig.com/,https://sig.com/Documents/HR-041GenderPayGapReport2023.pdf?123,2023,54.1,29.2,81.4,27.9,,,14,0,80.2,74.6,84.9,19.4,28.8,71.2,19.4,80.6,9.9,90.1,7.9,92.1,16.4,83.6
SIPTU,https://www.siptu.ie/,https://www.siptu.ie/aboutsiptu/genderpaygapreport/file_23857_en.pdf,2023,12.2,10,11.5,33.3,,,,,93.8,85.2,36.6,82,53.7,46.3,86.6,13.4,44.8,55.2,31.8,68.2,54,46
Sky,https://www.sky.com/ie,https://assets.contentstack.io/v3/assets/bltdc2476c7b6b194dd/blt5c254cce3eef3080/6585a2b4254eff781b7459a1/SKY_IRELAND_GENDER_PAY_GAP_2023V2.pdf,2023,-2.3,1.5,6.5,10.8,-21.7,-10.4,-7.3,-7.3,94.4,94.1,76.3,73.7,39.7,60.3,41.2,58.8,35.6,64.4,40.7,59.3,,
"Sligo County Council",https://www.sligococo.ie/,https://www.sligococo.ie/News/2023GenderPayGapReport/SCC%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,1.91,-6.15,,,-14.42,-16.86,-5.99,0,,,,,30.65,69.35,33.33,66.67,56.56,43.44,29.84,70.16,38,62
"Smurfit Kappa",https://www.smurfitkappa.com/ie,https://www.smurfitkappa.com/ie/-/m/files/policies/ie/smurfit-kappa-gender-pay-gap-report-ireland.pdf?rev=bca05177832c49d493178c992504ae2c,2023,-10.6,-13,-29.1,-161.1,21.8,35.4,16.9,21.3,73.2,84.6,27.4,14.9,33,67,17,83,23,77,40,60,,
"Smyths Toys",https://www.smythstoys.com/ie/en-ie,https://www.smythstoys.com/ie/en-ie/gender-pay-gap,2023,2,0,33,1,0,0,0,-1,62,56,12,13,47,53,49,51,54,46,47,53,,
"Society of St. Vincent de Paul",https://www.svp.ie/,https://www.svp.ie/wp-content/uploads/2023/12/SVP-Gender-Pay-Gap-Report-2023.pdf,2023,0.1,-9.1,,,-2.9,-0.5,5,4.9,,,68,56,68.4,31.6,58.7,41.3,76.9,23.1,67.9,32.1,68,32
Sodexo,https://ie.sodexo.com/home.html,https://ie.sodexo.com/files/live/sites/com-ie/files/Home/Positive%20Impact/ROI_Gender_Ethnicity_Pay_Gap_Report.pdf,2023,9.94,12.78,-6.17,12.5,1.48,3.23,-26.15,4.09,6.7,8.7,2,5,53,47,57,43,56,44,55,45,55,44
"South Dublin County Council",https://www.sdcc.ie/en/,https://www.sdcc.ie/en/our-performance/gender-pay-gap-report/2023-gender-pay-gap-report.pdf,2023,-9.92,-18.51,,,-27.14,-27.92,-28.72,-22.74,,,6.26,11.85,30.91,69.09,38.1,61.9,62.74,37.26,55,45,47,53
"South East Technological University",https://www.setu.ie/,https://www.wit.ie/images/uploads/About_PDF/SETU_Gender_Pay_report_2023.pdf,2023,12.03,23.1,,,31.2,72.3,1.8,7.9,,,,,64,36,60,40,41,59,53,47,54.3,45.7
"SSE Airtricity",https://www.sseairtricity.com/ie/home/,https://www.sse.com/media/u10h3tyy/sse-ireland-gpg-report-2023-v3.pdf,2023,24.4,24.4,52.3,44.6,21.3,8.5,-1.2,16.2,69.4,78.3,68.9,65.9,57.3,42.7,47.6,52.4,34.2,65.8,23.6,76.4,40.7,59.3
